dataset,method,momentum,epochs,runs,nag_target_success_rate,gd_final_loss_mean,gd_final_loss_stddev,nag_final_loss_mean,nag_final_loss_stddev,nag_final_loss_improvement_mean,nag_final_loss_improvement_stddev,gd_final_accuracy_mean,gd_final_accuracy_stddev,nag_final_accuracy_mean,nag_final_accuracy_stddev,nag_final_accuracy_improvement_mean,nag_final_accuracy_improvement_stddev,gd_total_seconds_mean,gd_total_seconds_stddev,nag_total_seconds_mean,nag_total_seconds_stddev,fixed_epoch_runtime_ratio_gd_over_nag_mean,fixed_epoch_runtime_ratio_gd_over_nag_stddev,nag_epochs_to_gd_final_loss_mean,nag_epochs_to_gd_final_loss_stddev,nag_seconds_to_gd_final_loss_mean,nag_seconds_to_gd_final_loss_stddev,epoch_savings_at_gd_final_loss_mean,epoch_savings_at_gd_final_loss_stddev,target_time_speedup_gd_over_nag_mean,target_time_speedup_gd_over_nag_stddev
LogReg_sample_dataset,plaintext,0.1,4,2,1,0.6563837929,0.0,0.6535416738,0.0,0.0028421191000000956,0.0,0.9966666667,0.0,0.9966666667,0.0,0.0,0.0,1.7839000000000003e-05,6.723171275521695e-06,1.3972e-05,1.0550033175303302e-06,1.298636823000778,0.5792468817674323,4.0,0.0,1.3972e-05,1.0550033175303302e-06,0.0,0.0,1.298636823000778,0.5792468817674323
LogReg_sample_dataset,simulated_bootstrapping,0.1,4,2,1,0.6563837929,0.0,0.6535416738,0.0,0.0028421191000000956,0.0,0.9966666667,0.0,0.9966666667,0.0,0.0,0.0,8.442582436,1.6862623464014437,9.419580085,0.7260702013612196,0.9058706197892525,0.24884209153353554,4.0,0.0,9.419580085,0.7260702013612196,0.0,0.0,0.9058706197892525,0.24884209153353554
